isolate	pub_id	Seg-1	Seg-2	Seg-3	Seg-4	Seg-5	Seg-6	Seg-7	Seg-8	Seg-9	Seg-10	host	country	collection_year	collection_month	collection_month_day	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	clinical_symptoms		
SPvvvv/03		MN723880	MN723881	MN723882	MN723883	MN723884	MN723885	MN723886	MN723887	MN723888	MN723889		Jordan	2014			Sheeppox vaccine			E1BHK3	Mammalian			
DPP9244		MH028888	MH028889	MH028890	MH028891	MH028892	MH028893	MH028894	MH028895	MH028896	MH028897	Bos taurus	Australia	2015	FEB		field	Beatrice Hill, Northern Territory	blood					
ISR-2029/1/17			MH791296									Ovis aries	Israel	2017	AUG	31	field		blood					
ISR-2029/3/17_31_AUG_2017			MH791297									Ovis aries	Israel	2017	AUG	31	field		blood					
ISR-2079/1/17			MH791298									Ovis aries	Israel	2017	SEP	10	field		blood					
ISR-2099/1/17			MH791299									Bos taurus	Israel	2017	SEP	12	field		blood					
ISR-2099/2/17	31295819		MH791300									Bos taurus	Israel	2017	SEP	12	field		blood					
ISR-2107/3/17			MH791301									Ovis aries	Israel	2017	SEP	14	field		blood					
ISR-2120/1/17	31295819		MH791302									Ovis aries	Israel	2017	SEP	19	field		blood					
ISR-2120/2/17	31295819		MH791303									Ovis aries	Israel	2017	SEP	19	field		blood					
ISR-2151/17	31295819		MH791304									Bos taurus	Israel	2017	SEP	26	field		blood					
ISR-2169/17	31295819		MH791305									Bos taurus	Israel	2017	OCT	1	field		blood					
ISR-2184/17	31295819		MH791306									Ovis aries	Israel	2017	OCT	9	field		blood					
ISR-2185/2/17	31295819		MH791307									Ovis aries	Israel	2017	OCT	9	field		blood					
ISR-2185/3/17	31295819		MH791308									Ovis aries	Israel	2017	OCT	9	field		blood					
2189/1/17			MH791309									Ovis aries	Israel	2017	OCT	10	field		blood					
2189/2/17			MH791310									Ovis aries	Israel	2017	OCT	10	field		blood					
2189/3/17			MH791311									Ovis aries	Israel	2017	OCT	10	field		blood					
ISR-2215/17	31295819		MH791312									Bos taurus	Israel	2017	OCT	18	field		blood					
2259/1/17	31295819		MH791313									Ovis aries	Israel	2017	OCT	25	field		spleen			yes		
[IND2015/18]40	31392031	MK516463	MK516508	MK516418	MK516373	MK516553	MK516643	MK516328	MK516598	MK516689	MK516734	Capra aegagrus hircus	India	2015	DEC	22	field	Tamil Nadu, Kayathar, Tuticorin	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/]14A	31392031	MK516462	MK516507	MK516417	MK516372	MK516552	MK516642	MK516327	MK516597	MK516688	MK516733	Capra aegagrus hircus	India	2015	NOV	8	field	Andhra Pradesh,Ammavarapalli,Bukkarayasamundram, Anantpur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/271]7A	31392031	MK516461	MK516506	MK516416	MK516371	MK516551	MK516641	MK516326	MK516596	MK516687	MK516732	Ovis aries	India	2015	NOV	8	field	Andhra Pradesh, Open air jail,Bukkarayasamundram, Anantpur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2014/37]10NLG	31392031	MK516460	MK516505	MK516415	MK516370	MK516550	MK516640	MK516325	MK516595	MK516686	MK516731	Ovis aries	India	2014	OCT	3	field	Telangana, Nalgonda	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/238] 6PK	31392031	MK516459	MK516504	MK516414	MK516369	MK516549	MK516639	MK516324	MK516594	MK516685	MK516730	Ovis aries	India	2015	SEP	7	field	Telangana, JukalParkal,Warangal	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/256]K14	31392031	MK516458	MK516503	MK516413	MK516368	MK516548	MK516638	MK516323	MK516593	MK516684	MK516729	Ovis aries	India	2015	SEP	12	field	Telangana, Madhurampally,Pegadapally,Karimnagar	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/]K13 (H)	31392031	MK516457	MK516502	MK516412	MK516367	MK516547	MK516637	MK516322	MK516592	MK516683	MK516728	Ovis aries	India	2015	SEP	12	field	Telangana, Madhurampally,Pegadapally,Karimnagar	blood	KC1BHK6	Culicoides - Mammalian			
[IND2015/250]K9	31392031	MK516456	MK516501	MK516411	MK516366	MK516546	MK516636	MK516321	MK516591	MK516682	MK516727	Ovis aries	India	2015	SEP	10	field	Telangana, Oongathurthi, Karimnagar	blood	KC1BHK6	Culicoides - Mammalian			
[IND2015/244]K4 (H)	31392031	MK516455	MK516500	MK516410	MK516365	MK516545	MK516635	MK516320	MK516590	MK516681	MK516726	Ovis aries	India	2015	SEP	10	field	Telangana, MalleshamKhila,Vanaparth,Karimnagar	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/241]K3	31392031	MK516454	MK516499	MK516409	MK516364	MK516544	MK516634	MK516319	MK516589	MK516680	MK516725	Ovis aries	India	2015	SEP	10	field	Telangana, Medaram Dharmaram,Karimnagar	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/133]V Severe	31392031	MK516453	MK516498	MK516408	MK516363	MK516543	MK516633	MK516318	MK516588	MK516679	MK516724	Ovis aries	India	2015	NOV	26	field	Karnataka,Lakkenahalli,Sidlaghatta,Chikballapur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/145]V44 lamb	31392031	MK516452	MK516497	MK516407	MK516362	MK516542	MK516632	MK516317	MK516587	MK516678	MK516723	Ovis aries	India	2015	NOV	26	field	Karnataka,Lakkenahalli,Sidlaghatta,Chikballapur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/142]V44	31392031	MK516451	MK516496	MK516406	MK516361	MK516541	MK516631	MK516316	MK516586	MK516677	MK516722	Ovis aries	India	2015	NOV	26	field	Karnataka,Lakkenahalli,Sidlaghatta,Chikballapur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/136]V41	31392031	MK516450	MK516495	MK516405	MK516360	MK516540	MK516630	MK516315	MK516585	MK516676	MK516721	Ovis aries	India	2015	NOV	26	field	Karnataka,Genjigunte,Sidlaghatta,Chikballapur	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/121]V2	31392031	MK516449	MK516494	MK516404	MK516359	MK516539	MK516629	MK516314	MK516584	MK516675	MK516720	Ovis aries	India	2015	NOV	26	field	Karnataka,Vemgal,Sidlaghatta,Chikballapur	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/118]V1	31392031	MK516448	MK516493	MK516403	MK516358	MK516538	MK516628	MK516313	MK516583	MK516674	MK516719	Ovis aries	India	2015	NOV	26	field	Karnataka,Vemgal,Sidlaghatta,Chikballapur	blood	KC1BHK5	Culicoides - Mammalian			
[IND2014/35] BTV No2	31392031	MK516447	MK516492	MK516402	MK516357	MK516537	MK516627	MK516312	MK516582	MK516673	MK516718	Ovis aries	India	2014	DEC	6	field	Tamil Nadu, Thanjavur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2014/34] BTV No1	31392031	MK516446	MK516491	MK516401	MK516356	MK516536	MK516626	MK516311	MK516581	MK516672	MK516717	Ovis aries	India	2014	DEC	6	field	Tamil Nadu, Thanjavur	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/232]556 saliva	31392031	MK516445	MK516490	MK516400	MK516355	MK516535	MK516625	MK516310	MK516580	MK516671	MK516716	Bos taurus	India	2015	DEC	25	field	Tamil Nadu, Thoothukudi	saliva	KC1BHK5	Culicoides - Mammalian			
[IND2015/223]34 tissue	31392031	MK516444	MK516489	MK516399	MK516354	MK516534	MK516624	MK516309	MK516579	MK516670	MK516715	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Thoothukudi	spleen	KC1BHK4	Culicoides - Mammalian			
[IND2015/220]228 tissue	31392031	MK516443	MK516488	MK516398	MK516353	MK516533	MK516623	MK516308	MK516578	MK516669	MK516714	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	spleen	KC1BHK4	Culicoides - Mammalian			
[IND2015/2017]547 tissue	31392031									MK516668		Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Thoothukudi	spleen	KC1BHK4	Culicoides - Mammalian			
[IND2015/2017]547 tissue	31392031	MK516442	MK516487	MK516397	MK516352	MK516532	MK516622	MK516307	MK516577	MK516667	MK516713	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Thoothukudi	spleen	KC1BHK4	Culicoides - Mammalian			
[IND2015/76]534	31392031	MK516441	MK516486	MK516396	MK516351	MK516531	MK516621	MK516306	MK516576	MK516666	MK516712	Capra aegagrus hircus	India	2015	DEC	25	field	Tamil Nadu, Ottadanpathi, Thoothukudi	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/166]CS9	31392031	MK516440	MK516485	MK516395	MK516350	MK516530	MK516620	MK516305	MK516575	MK516665	MK516711	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/163]CS6	31392031	MK516439	MK516484	MK516394	MK516349	MK516529	MK516619	MK516304	MK516574	MK516664	MK516710	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/160]CS4	31392031	MK516438	MK516483	MK516393	MK516348	MK516528	MK516618	MK516303	MK516573	MK516663	MK516709	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/205]486	31392031	MK516437	MK516482	MK516392	MK516347	MK516527	MK516617	MK516302	MK516572	MK516662	MK516708	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/202]484	31392031	MK516436	MK516481	MK516391	MK516346	MK516526	MK516616	MK516301	MK516571	MK516661	MK516707	Capra aegagrus hircus	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/199]483	31392031	MK516435	MK516480	MK516390	MK516345	MK516525	MK516615	MK516300	MK516570	MK516660	MK516706	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/196]480	31392031	MK516434	MK516479	MK516389	MK516344	MK516524	MK516614	MK516299	MK516569	MK516659	MK516705	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/193]478	31392031	MK516433	MK516478	MK516388	MK516343	MK516523	MK516613	MK516298	MK516568	MK516658	MK516704	Capra aegagrus hircus	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/190]477	31392031	MK516432	MK516477	MK516387	MK516342	MK516522	MK516612	MK516297	MK516567	MK516657	MK516703	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/187]476	31392031	MK516431	MK516476	MK516386	MK516341	MK516521	MK516611	MK516296	MK516566	MK516656	MK516702	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/184]475	31392031	MK516430	MK516475	MK516385	MK516340	MK516520	MK516610	MK516295	MK516565	MK516655	MK516701	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/181]474	31392031	MK516429	MK516474	MK516384	MK516339	MK516519	MK516609	MK516294	MK516564	MK516654	MK516700	Bos taurus	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/178]473	31392031	MK516428	MK516473	MK516383	MK516338	MK516518	MK516608	MK516293	MK516563	MK516653	MK516699	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/175]472	31392031	MK516427	MK516472	MK516382	MK516337	MK516517	MK516607	MK516292	MK516562	MK516652	MK516698	Bos taurus	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/172]471	31392031	MK516426	MK516471	MK516381	MK516336	MK516516	MK516606	MK516291	MK516561	MK516651	MK516697	Bos taurus	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/169]470	31392031	MK516425	MK516470	MK516380	MK516335	MK516515	MK516605	MK516290	MK516560	MK516650	MK516696	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Tirunehveli	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/214]408	31392031	MK516424	MK516469	MK516379	MK516334	MK516514	MK516604	MK516289	MK516559	MK516649	MK516695	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Erode	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/211]406	31392031	MK516423	MK516468	MK516378	MK516333	MK516513	MK516603	MK516288	MK516558	MK516648	MK516694	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Erode	blood	KC1BHK5	Culicoides - Mammalian			
[IND2015/208]404	31392031	MK516422	MK516467	MK516377	MK516332	MK516512	MK516602	MK516287	MK516557	MK516647	MK516693	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Erode	blood	KC1BHK4	Culicoides - Mammalian			
[IND2015/157]494	31392031	MK516421	MK516466	MK516376	MK516331	MK516511	MK516601	MK516286	MK516556	MK516646	MK516692	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Kanchipuram	blood	KC1BHK6	Culicoides - Mammalian			
[IND2015/151]492	31392031	MK516420	MK516465	MK516375	MK516330	MK516510	MK516600	MK516285	MK516555	MK516645	MK516691	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Kanchipuram	blood	KC1BHK6	Culicoides - Mammalian			
[IND2015/148]491	31392031	MK516419	MK516464	MK516374	MK516329	MK516509	MK516599	MK516284	MK516554	MK516644	MK516690	Ovis aries	India	2015	DEC	25	field	Tamil Nadu, Kanchipuram	blood	KC1BHK5	Culicoides - Mammalian			
IND2015/15-22	31392031	MK507967	MK507968	MK507966	MK507965	MK507971	MK507970	MK507969	MK507964	MK507963	MK507962	Ovis aries	India	2015	DEC	22	field	Tamil Nadu	blood	KC1BSR6	Culicoides - Mammalian			
YN/2017	31298817	MK250956	MK250957	MK250958	MK250959	MK250960	MK250961	MK250962	MK250963	MK250964	MK250965	Capra aegagrus hircus	China	2017			field	Shangri-La Yunnan	blood	E1C6/36 1BHK3	Mammalian			
BTV-28/1537/14	31469936	MH559813	MH559807	MH559808	MH559814	MH559812	MH559815	MH559811	MH559810	MH559816	MH559809	Ovis aries	Jordan	2014			vaccine			E2Vero?	Mammalian			
ISR-2029/3/17_10_OCT_2017	31295819	MH426706		MH426711								Ovis aries	Israel	2017	OCT	10	field		blood	E1BHK4	Mammalian			
2189/2/17	31295819	MH426709		MH426713								Ovis aries	Israel	2017	OCT	10	field		blood	E1BHK4	"Mammalian
Mammalian"			
2189/3/17	31295819	MH426710		MH426714								Ovis aries	Israel	2017	OCT	10	field		blood	E1BHK4	Mammalian			
ISR-2029/1/17	31295819	MH426705				MH426715						Ovis aries	Israel	2017	AUG	31	field		blood	E1BHK4	Mammalian			
ISR-2079/1/17	31295819					MH426716	MH426720					Ovis aries	Israel	2017	SEP	10	field		blood	E1BHK4	Mammalian			
ISR-2099/1/17	31295819					MH426717	MH426721					Bos taurus	Israel	2017	SEP	12	field		blood	E1BHK4	Mammalian			
ISR-2017/3/17	31295819	MH426707				MH426718	MH426722					Ovis aries	Israel	2017	SEP	14	field		blood	E1BHK4	Mammalian			
2189/1/17	31295819	MH426708		MH426712		MH426719	MH426723					Ovis aries	Israel	2017	OCT	10	field		blood	E1BHK3	Mammalian			
BTV-Z ITL2017	29392882	MF673720	MF673721	MF673722	MF673723	MF673724	MF673725		MF673726			Capra aegagrus hircus	Italy	2017	JUL	4	field	Pieve Vergonte, Verbano-Cusio-Ossola municipality-Piedmont region	blood	No	No	No		
ISR-2095/3/17		MH383089	MH383090	MH383091	MH383092	MH383093	MH383094	MH383095	MH383096	MH383097	MH383098		Israel	2017	SEP	12	field		blood					
ISR-2079/2/17			MH107822									Ovis aries	Israel	2017	SEP	10	field		blood					
ISR-2107/2/17			MH107823									Ovis aries	Israel	2017	SEP	14	field		blood					
ISR-2219/17			MH107824									Ovis aries	Israel	2017	OCT	18	field		blood					
ISR-2396/2/17			MH107825									Ovis aries	Israel	2017	NOV	28	field		blood					
ISR-2129/3/16											MH048660	Ovis aries	Israel	2016	SEP	25	field		blood					
ISR-2442/3/16											MH048661	Ovis aries	Israel	2016	DEC	22	field		blood					
ISR-1779/3/17											MH048662	Ovis aries	Israel	2017	JUN	30	field		blood					
ISR-2114/15											MH048663	Bos taurus	Israel	2015	OCT	15	field		blood					
ISR-2163/16											MH048664	Bos taurus	Israel	2016	SEP	29	field		blood					
ISR-2144/1/15											MH048665		Israel	2015	OCT	18	field							
ISR-2455/16											MH048666	Bos taurus	Israel	2016	DEC	23	field		blood					
BTV-16 87892TR/2006		MH990405	MH990404	MH990403	MH990402	MH990401	MH990400	MH990399	MH990398	MH990397	MH990396		Italy	2006			vaccine							
BTV-16 81545/2007		MH990415	MH990414	MH990413	MH990412	MH990411	MH990410	MH990409	MH990408	MH990407	MH990406	Ovis aries	Italy	2007			field		blood					
BTV-16 85361/2004		MH990425	MH990424	MH990423	MH990422	MH990421	MH990420	MH990419	MH990418	MH990417	MH990416	Ovis aries	Italy	2004			field	Sassari, Sardinia	blood					
BTV-16 85395/2004		MH990435	MH990434	MH990433	MH990432	MH990431	MH990430	MH990429	MH990428	MH990427	MH990426	Ovis aries	Italy	2004			field	Serramanna (CA), Sardinia	blood					
BTV-16 85719/2007		MH999881	MH999880	MH999879	MH999878	MH999877	MH999876	MH999875	MH999874	MH999873	MH999872	Bos taurus	Italy	2007			field	San Severino Marche (MC), Marche	blood					
BTV-16 13795/2010		MK014494	MK014493	MK014492	MK014491	MK014490	MK014489	MK014488	MK014487	MK014486	MK014485	Ovis aries	Turkey	2010			field		blood					
BTV-3 SAR2018	30806040	MK348537	MK348538	MK348539	MK348540	MK348541	MK348542	MK348543	MK348544	MK348545	MK348546	Ovis aries	Italy	2018	SEP	19	field	Teulada-Sud Sardegna-Sardinia	blood	KC1Vero2	Culicoides-Mammalian	No		
V8235	30747479			MH430221								Bos taurus	Australia	2010	MAY		field	Douglas Daly Research Farm, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
V9323	30747479			MH430222								Bos taurus	Australia	2015	MAR		field	Douglas Daly Research Farm, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
V9324	30747479			MH430223								Bos taurus	Australia	2015	MAR		field	Douglas Daly Research Farm, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
V9233	30747479			MH430224								Bos taurus	Australia	2015	JAN		field	Beatrice Hill, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
V9235	30747479			MH430225								Bos taurus	Australia	2015	JAN		field	Beatrice Hill, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
USA2016/LA CC16-564	31072891	MH778126	MH778119	MH778120	MH778121	MH778122	MH778123	MH778124	MH778118	MH778125	MH778127	Odocoileus virginianus	USA	2016			field	East Feliciana Parish, Louisiana	lung	CPAE?BHK2	Mammalian	yes		
Ov7								MH049546				Ovis aries	Peru	2017	OCT	10	field	Pucallpa						
C1N								MH049547				Culicoides insignis	Peru	2017	OCT	10	field	Pucallpa	Culicoides					
DPP9230	30747479	MG924986	MG924987	MG924988	MG924989	MG924990	MG924991	MG924992	MG924993	MG924994	MG924995	Bos taurus	Australia	2015	JAN		field	Beatrice Hill, Northern Territory	blood	E1C6/36 1BSR4	Mammalian	No		
19/BRA/2016/0535	30473345		MH470236									Mazama nana	Brazil	2016	APR		field	borders between Brazil and Paraguay, Paraná River basin	blood and tissues	KC1Vero3	Culicoides-Mammalian	yes		
22/BRA/2016/0469	30473345		MH470237									Mazama nana	Brazil	2016	APR		field	borders between Brazil and Paraguay, Paraná River basin	blood and tissues	KC1Vero3	Culicoides-Mammalian	yes		
KorL83915	25384537	MG922835	KC153300	MG922836	MG922837	MG922838	MG922839	MG922840	MG922841	MG922842	MG922843		South Korea	2010			field		blood					
JJBB35		MG922844	MG922845	MG922846	MG922847	MG922848	MG922849	MG922850	MG922851	MG922852	MG922853		South Korea	2014			field		blood					
Exotic						MG655309						Bos taurus		1992	MAR	4	field							
BTV3/ISR-2019/13		MG344980	MG344981	MG344982	MG344983	MG344984	MG344985	MG344986	MG344987	MG344988	MG344989	Ovis aries	Israel	2013	NOV		field		blood					
BTV3/ISR-2153/16		MG344990	MG344991	MG344992	MG344993	MG344994	MG344995	MG344996	MG344997	MG344999	MG344998	Ovis aries	Israel	2016	SEP	28	field		blood					
BTV3/ISR-2262/2/16		MG345000	MG345001	MG345008	MG345005	MG345009	MG345002	MG345003	MG345006	MG345007	MG345004	Ovis aries	Israel	2016	OCT	16	field		blood					
V015/YN/2013			MG564317	MG564321			MG564323	MG564326				Bos taurus	China	2013			field	Yunnan	blood					
V137/YN/2012			MG564318	MG564320			MG564324	MG564327				Bos taurus	China	2012			field	Yunnan	blood					
V154/YN/2015			MG564319	MG564322			MG564325	MG564328				Bos taurus	China	2015			field	Yunnan	blood					
GNT 7/07/IND			MG710529				MG710532					Ovis aries	India	2007										
KAR 50/IND			MG710531				MG710535					Ovis aries	India											
SRL 69/IND			MG710530				MG710536					Ovis aries	India											
PDP2/13/Ind		MH395142		MH395143	MH395144	MH395145	MG710534	MH395146	MH395147	MH395148	MH395149	Capra aegagrus hircus	India	2013										
01012015		MG255449	MG255450	MG255451	MG255452	MG255456	MG255453	MG255455	MG255457	MG255454	MG255458	Ovis aries	South Africa	2015	JAN	1	field	 Gauteng Province, Benoni	blood	BHK2	Mammalian	yes		
13032016		MG255459	MG255460	MG255461	MG255462	MG255466	MG255463	MG255465	MG255467	MG255464	MG255468	Ovis aries	South Africa	2016	MAR	16	field	Western Cape Province, Ceres	blood	BHK2	Mammalian	yes		
