sequence_id	gb_primary_accession	gb_locus	gb_segment	gb_segment_corrected	gb_isolate	gb_isolate_corrected	gb_host	gb_host_corrected	gb_country	gb_country_corrected	gb_collection_year	gb_collection_year_corrected	gb_collection_month	gb_collection_month_corrected	gb_collection_month_day	gb_collection_month_day_corrected	gb_serotype	gb_serotype_corrected
KP821064	KP821064	KP821064	2		MOR2009/09		Ovis aries		Morocco		2009						4	
KP821065	KP821065	KP821065	2		MOR2009/10		Ovis aries		Morocco		2009						4	
KP821066	KP821066	KP821066	2		RSArrrr/04		Ovis aries		South Africa		1969						4	
KP821067	KP821067	KP821067	2		SPA2003/03		Ovis aries		Spain		2003						4	
KP821068	KP821068	KP821068	2		SPA2004/02		Ovis aries		Spain		2004						4	
KP821069	KP821069	KP821069	2		SPA2005/02		Bos taurus		Spain		2005						4	
KP821070	KP821070	KP821070	2		SPA2010/01		Bos taurus		Spain		2010						4	
KP821071	KP821071	KP821071	2		SUD1983/01		Bos taurus		Sudan		1983						4	
KP821072	KP821072	KP821072	2		ISR2008/13		Bos taurus		Israel		2008						8	
KP821073	KP821073	KP821073	2		GRE2008/01		Ovis aries		Greece		2008						8	
KP821074	KP821074	KP821074	2		NET2008/03		Bos taurus		Netherlands		2008						8	
KP821075	KP821075	KP821075	2		RSA1998/01		Capra hircus		South Africa		1998						8	
KP821076	KP821076	KP821076	2		RSArrrr/08		Ovis aries		South Africa		1937						8	
KP821077	KP821077	KP821077	2		UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP821078	KP821078	KP821078	2		BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP821079	KP821079	KP821079	2		BUL1999/01				Bulgaria		1999						9	
KP821080	KP821080	KP821080	2		GRE1998/01		Ovis aries		Greece		1998						9	
KP821081	KP821081	KP821081	2		GRE1999/06		Ovis aries		Greece		1999						9	
KP821082	KP821082	KP821082	2		GRE1999/31		Bos taurus		Greece		1999						9	
KP821083	KP821083	KP821083	2		ITL2003/01		Ovis aries		Italy		2003						9	
KP821084	KP821084	KP821084	2		KOS2001/01		Ovis aries		Kosovo		2001						9	
KP821085	KP821085	KP821085	2		KOS2001/03		Ovis aries		Kosovo		2001						9	
KP821086	KP821086	KP821086	2		LIB2008/08		Ovis aries		Libya		2008						9	
KP821087	KP821087	KP821087	2		LIB2008/03		Ovis aries		Libya		2008						9	
KP821088	KP821088	KP821088	2		RSArrrr/09		Ovis aries		South Africa		1942						9	
KP821089	KP821089	KP821089	2		RSAvvv1/09		Ovis aries		South Africa		1942						9	
KP821090	KP821090	KP821090	2		SER2001/01		Ovis aries		Serbia		2001						9	
KP821091	KP821091	KP821091	2		TUR1998/02		Ovis aries		Turkey		1998						9	
KP821092	KP821092	KP821092	2		TUR2000/03				Turkey		2000						9	
KP821093	KP821093	KP821093	2		TUR2001/02		Ovis aries		Turkey		2001						9	
KP821094	KP821094	KP821094	2		CAR1982/04				Cameroon		1982						14	
KP821095	KP821095	KP821095	2		POL2012/01		Bos taurus		Poland		2012						14	
KP821096	KP821096	KP821096	2		RUS2011/01		Bos taurus		Russia		2011						14	
KP821097	KP821097	KP821097	2		SPA2012/01		Bos taurus		Spain		2012						14	
KP821098	KP821098	KP821098	2		ISR2006/11		Ovis aries		Israel		2006						15	
KP821099	KP821099	KP821099	2		8 inactivated vaccine				Netherlands								8	
KP821100	KP821100	KP821100	2		RSArrrr/12		Ovis aries		South Africa		1941						12	
KP821101	KP821101	KP821101	2		RSArrrr/05		Ovis aries		South Africa		1953						5	
KP821102	KP821102	KP821102	3		FRA2008/27		Bos taurus		France		2008						8	
KP821103	KP821103	KP821103	3		FRA2008/28		Bos taurus		France		2008						8	
KP821104	KP821104	KP821104	3		FRA2008/29		Bos taurus		France		2008						8	
KP821105	KP821105	KP821105	3		RSArrrr/14		Ovis aries		South Africa		1959						14	
KP821106	KP821106	KP821106	3		RSArrrr/15		Bos taurus		South Africa		1960						15	
KP821107	KP821107	KP821107	3		CYP2004/01		Ovis aries		Cyprus		2004						16	
KP821108	KP821108	KP821108	3		CYP2006/01		Bos taurus		Cyprus		2006						16	
KP821109	KP821109	KP821109	3		CYP2010/03		Bos taurus		Cyprus		2010						16	
KP821110	KP821110	KP821110	3		COR2004/01		Ovis aries		France		2004						16	
KP821111	KP821111	KP821111	3		GRE1999/13		Ovis aries		Greece		1999						16	
KP821112	KP821112	KP821112	3		GRE2008/10		Ovis aries		Greece		2008						16	
KP821113	KP821113	KP821113	3		ISR2001/18		Ovis aries		Israel		2001						16	
KP821114	KP821114	KP821114	3		ISR2008/03		Capra hircus		Israel		2008						16	
KP821115	KP821115	KP821115	3		RSAvvvv/16		Ovis aries		South Africa		1960						16	
KP821116	KP821116	KP821116	3		TUR2000/01				Turkey		2000						16	
KP821117	KP821117	KP821117	3		ALG2006/01		Ovis aries		Algeria		2006						1	
KP821118	KP821118	KP821118	3		ALG2006/04		Ovis aries		Algeria		2006						1	
KP821119	KP821119	KP821119	3		ALG2008/10		Ovis aries		Algeria		2008						1	
KP821120	KP821120	KP821120	3		CAR1982/01		Ovis aries		Cameroon		1982						1	
KP821121	KP821121	KP821121	3		FRA2008/21		Bos taurus		France		2008						1	
KP821122	KP821122	KP821122	3		FRA2008/22		Ovis aries		France		2008						1	
KP821123	KP821123	KP821123	3		FRA2008/23		Bos taurus		France		2008						1	
KP821124	KP821124	KP821124	3		FRA2008/25		Bos taurus		France		2008						1	
KP821125	KP821125	KP821125	3		FRA2008/26		Bos taurus		France		2008						1	
KP821126	KP821126	KP821126	3		GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP821127	KP821127	KP821127	3		GRE2001/01		Ovis aries		Greece		2001						1	
KP821128	KP821128	KP821128	3		GRE2001/06		Ovis aries		Greece		2001						1	
KP821129	KP821129	KP821129	3		GRE2001/10		Ovis aries		Greece		2001						1	
KP821130	KP821130	KP821130	3		LIB2007/06		Ovis aries		Libya		2007						1	
KP821131	KP821131	KP821131	3		MOR2006/06		Ovis aries		Morocco		2006						1	
KP821132	KP821132	KP821132	3		MOR2007/01		Ovis aries		Morocco		2007						1	
KP821133	KP821133	KP821133	3		MOR2007/02		Ovis aries		Morocco		2007						1	
KP821134	KP821134	KP821134	3		MOR2007/03		Ovis aries		Morocco		2007						1	
KP821135	KP821135	KP821135	3		MOR2007/04		Ovis aries		Morocco		2007						1	
KP821136	KP821136	KP821136	3		MOR2009/01		Ovis aries		Morocco		2009						1	
KP821137	KP821137	KP821137	3		MOR2009/04		Ovis aries		Morocco		2009						1	
KP821138	KP821138	KP821138	3		MOR2009/06		Ovis aries		Morocco		2009						1	
KP821139	KP821139	KP821139	3		RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP821140	KP821140	KP821140	3		SPA2007/04		Bos taurus		Spain		2007						1	
KP821141	KP821141	KP821141	3		SPA2007/05		Bos taurus		Spain		2007						1	
KP821142	KP821142	KP821142	3		SPA2008/01		Ovis aries		Spain		2008						1	
KP821143	KP821143	KP821143	3		SPA2009/01		Bos taurus		Spain		2009						1	
KP821144	KP821144	KP821144	3		SUD1987/01				Sudan		1987						1	
KP821145	KP821145	KP821145	3		TUN2007/01		Ovis aries		Tunisia		2007						1	
KP821146	KP821146	KP821146	3		FRA2001/01				France		2001						2	
KP821147	KP821147	KP821147	3		FRA2001/03		Ovis aries		France		2001						2	
KP821148	KP821148	KP821148	3		FRA2001/06		Ovis aries		France		2001						2	
KP821149	KP821149	KP821149	3		ISR2001/17		Ovis aries		Israel		2001						2	
KP821150	KP821150	KP821150	3		ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP821151	KP821151	KP821151	3		ITL2002/07		Ovis aries		Italy		2002						2	
KP821152	KP821152	KP821152	3		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP821153	KP821153	KP821153	3		RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP821154	KP821154	KP821154	3		SAD2001/01		Ovis aries		Italy		2001						2	
KP821155	KP821155	KP821155	3		SAD2001/03		Ovis aries		Italy		2001						2	
KP821156	KP821156	KP821156	3		SAD2002/02		Ovis aries		Italy		2002						2	
KP821157	KP821157	KP821157	3		SPA2005/01		Bos taurus		Spain		2005						2	
KP821158	KP821158	KP821158	3		SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP821159	KP821159	KP821159	3		TUN2000/01				Tunisia		2000						2	
KP821160	KP821160	KP821160	3		CYP1958/01				Cyprus		1958						3	
KP821161	KP821161	KP821161	3		RSArrrr/03		Ovis aries		South Africa		1943						3	
KP821162	KP821162	KP821162	3		CYP1969/01		Bos taurus		Cyprus		1969						4	
KP821163	KP821163	KP821163	3		CYP2004/03		Ovis aries		Cyprus		2004						4	
KP821164	KP821164	KP821164	3		CYP2011/01		Ovis aries		Cyprus		2011						4	
KP821165	KP821165	KP821165	3		CYP2011/02		Ovis aries		Cyprus		2011						4	
KP821166	KP821166	KP821166	3		CYP2011/03		Ovis aries		Cyprus		2011						4	
KP821167	KP821167	KP821167	3		CYP2011/04		Ovis aries		Cyprus		2011						4	
KP821168	KP821168	KP821168	3		CYP2011/05		Ovis aries		Cyprus		2011						4	
KP821169	KP821169	KP821169	3		EGY1977/01				Egypt		1977						4	
KP821170	KP821170	KP821170	3		FRA2003/01				France		2003						4	
KP821171	KP821171	KP821171	3		FRA2003-03.124				France		2003						4	
KP821172	KP821172	KP821172	3		FRA2003-200				France		2003						4	
KP821173	KP821173	KP821173	3		GRE1979/01		Ovis aries		Greece		1979						4	
KP821174	KP821174	KP821174	3		GRE1999/24		Ovis aries		Greece		1999						4	
KP821175	KP821175	KP821175	3		GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP821176	KP821176	KP821176	3		GRE2000/07		Ovis aries		Greece		2000						4	
KP821177	KP821177	KP821177	3		GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP821178	KP821178	KP821178	3		GRE2012/01		Ovis aries		Greece		2012						4	
KP821179	KP821179	KP821179	3		GRE2012/02		Ovis aries		Greece		2012						4	
KP821180	KP821180	KP821180	3		GRE2012/03		Ovis aries		Greece		2012						4	
KP821181	KP821181	KP821181	3		ISR2006/12		Ovis aries		Israel		2006						4	
KP821182	KP821182	KP821182	3		ISR2008/02		Bos taurus		Israel		2008						4	
KP821183	KP821183	KP821183	3		MOR2004/02		Ovis aries		Morocco		2004						4	
KP821184	KP821184	KP821184	3		MOR2009/07		Ovis aries		Morocco		2009						4	
KP821185	KP821185	KP821185	3		MOR2009/08		Ovis aries		Morocco		2009						4	
KP821186	KP821186	KP821186	3		MOR2009/09		Ovis aries		Morocco		2009						4	
KP821187	KP821187	KP821187	3		MOR2009/10		Ovis aries		Morocco		2009						4	
KP821188	KP821188	KP821188	3		RSArrrr/04		Ovis aries		South Africa		1969						4	
KP821189	KP821189	KP821189	3		SPA2003/03		Ovis aries		Spain		2003						4	
KP821190	KP821190	KP821190	3		SPA2004/02		Ovis aries		Spain		2004						4	
KP821191	KP821191	KP821191	3		SPA2005/02		Bos taurus		Spain		2005						4	
KP821192	KP821192	KP821192	3		SPA2010/01		Bos taurus		Spain		2010						4	
KP821193	KP821193	KP821193	3		SUD1983/01		Bos taurus		Sudan		1983						4	
KP821194	KP821194	KP821194	3		ISR2008/13		Bos taurus		Israel		2008						8	
KP821195	KP821195	KP821195	3		GRE2008/01		Ovis aries		Greece		2008						8	
KP821196	KP821196	KP821196	3		NET2008/03		Bos taurus		Netherlands		2008						8	
KP821197	KP821197	KP821197	3		RSA1998/01		Capra hircus		South Africa		1998						8	
KP821198	KP821198	KP821198	3		RSArrrr/08		Ovis aries		South Africa		1937						8	
KP821199	KP821199	KP821199	3		UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP821200	KP821200	KP821200	3		BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP821201	KP821201	KP821201	3		BUL1999/01				Bulgaria		1999						9	
KP821202	KP821202	KP821202	3		GRE1998/01		Ovis aries		Greece		1998						9	
KP821203	KP821203	KP821203	3		GRE1999/06		Ovis aries		Greece		1999						9	
KP821204	KP821204	KP821204	3		GRE1999/31		Bos taurus		Greece		1999						9	
KP821205	KP821205	KP821205	3		ITL2003/01		Ovis aries		Italy		2003						9	
KP821206	KP821206	KP821206	3		KOS2001/01		Ovis aries		Kosovo		2001						9	
KP821207	KP821207	KP821207	3		KOS2001/03		Ovis aries		Kosovo		2001						9	
KP821208	KP821208	KP821208	3		LIB2008/08		Ovis aries		Libya		2008						9	
KP821209	KP821209	KP821209	3		LIB2008/03		Ovis aries		Libya		2008						9	
KP821210	KP821210	KP821210	3		RSArrrr/09		Ovis aries		South Africa		1942						9	
KP821211	KP821211	KP821211	3		RSAvvv1/09		Ovis aries		South Africa		1942						9	
KP821212	KP821212	KP821212	3		SER2001/01		Ovis aries		Serbia		2001						9	
KP821213	KP821213	KP821213	3		TUR1998/02		Ovis aries		Turkey		1998						9	
KP821214	KP821214	KP821214	3		TUR2000/03				Turkey		2000						9	
KP821215	KP821215	KP821215	3		TUR2001/02		Ovis aries		Turkey		2001						9	
KP821216	KP821216	KP821216	3		CAR1982/04				Cameroon		1982						14	
KP821217	KP821217	KP821217	3		POL2012/01		Bos taurus		Poland		2012						14	
KP821218	KP821218	KP821218	3		RUS2011/01		Bos taurus		Russia		2011						14	
KP821219	KP821219	KP821219	3		SPA2012/01		Bos taurus		Spain		2012						14	
KP821220	KP821220	KP821220	3		ISR2006/11		Ovis aries		Israel		2006						15	
KP821221	KP821221	KP821221	3		8 inactivated vaccine		NULL		Netherlands								8	
KP821222	KP821222	KP821222	4		FRA2008/27		Bos taurus		France		2008						8	
KP821223	KP821223	KP821223	4		FRA2008/28		Bos taurus		France		2008						8	
KP821224	KP821224	KP821224	4		FRA2008/29		Bos taurus		France		2008						8	
KP821225	KP821225	KP821225	4		RSArrrr/14		Ovis aries		South Africa		1959						14	
KP821226	KP821226	KP821226	4		RSArrrr/15		Bos taurus		South Africa		1960						15	
KP821227	KP821227	KP821227	4		CYP2004/01		Ovis aries		Cyprus		2004						16	
KP821228	KP821228	KP821228	4		CYP2006/01		Bos taurus		Cyprus		2006						16	
KP821229	KP821229	KP821229	4		CYP2010/03		Bos taurus		Cyprus		2010						16	
KP821230	KP821230	KP821230	4		COR2004/01		Ovis aries		France		2004						16	
KP821231	KP821231	KP821231	4		GRE1999/13		Ovis aries		Greece		1999						16	
KP821232	KP821232	KP821232	4		GRE2008/10		Ovis aries		Greece		2008						16	
KP821233	KP821233	KP821233	4		ISR2001/18		Ovis aries		Israel		2001						16	
KP821234	KP821234	KP821234	4		ISR2008/03		Capra hircus		Israel		2008						16	
KP821235	KP821235	KP821235	4		RSAvvvv/16		Ovis aries		Pakistan	South Africa	1960						16	
KP821236	KP821236	KP821236	4		TUR2000/01				Turkey		2000						16	
KP821237	KP821237	KP821237	4		ALG2006/01		Ovis aries		Algeria		2006						1	
KP821238	KP821238	KP821238	4		ALG2006/04		Ovis aries		Algeria		2006						1	
KP821239	KP821239	KP821239	4		ALG2008/10		Ovis aries		Algeria		2008						1	
KP821240	KP821240	KP821240	4		CAR1982/01		Ovis aries		Cameroon		1982						1	
KP821241	KP821241	KP821241	4		FRA2008/21		Bos taurus		France		2008						1	
KP821242	KP821242	KP821242	4		FRA2008/22		Ovis aries		France		2008						1	
KP821243	KP821243	KP821243	4		FRA2008/23		Bos taurus		France		2008						1	
KP821244	KP821244	KP821244	4		FRA2008/25		Bos taurus		France		2008						1	
KP821245	KP821245	KP821245	4		FRA2008/26		Bos taurus		France		2008						1	
KP821246	KP821246	KP821246	4		GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP821247	KP821247	KP821247	4		GRE2001/01		Ovis aries		Greece		2001						1	
KP821248	KP821248	KP821248	4		GRE2001/06		Ovis aries		Greece		2001						1	
KP821249	KP821249	KP821249	4		GRE2001/10		Ovis aries		Greece		2001						1	
KP821250	KP821250	KP821250	4		LIB2007/06		Ovis aries		Libya		2007						1	
KP821251	KP821251	KP821251	4		MOR2006/06		Ovis aries		Morocco		2006						1	
KP821252	KP821252	KP821252	4		MOR2007/01		Ovis aries		Morocco		2007						1	
KP821253	KP821253	KP821253	4		MOR2007/02		Ovis aries		Morocco		2007						1	
KP821254	KP821254	KP821254	4		MOR2007/03		Ovis aries		Morocco		2007						1	
KP821255	KP821255	KP821255	4		MOR2007/04		Ovis aries		Morocco		2007						1	
KP821256	KP821256	KP821256	4		MOR2009/01		Ovis aries		Morocco		2009						1	
KP821257	KP821257	KP821257	4		MOR2009/04		Ovis aries		Morocco		2009						1	
KP821258	KP821258	KP821258	4		MOR2009/06		Ovis aries		Morocco		2009						1	
KP821259	KP821259	KP821259	4		RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP821260	KP821260	KP821260	4		SPA2007/04		Bos taurus		Spain		2007						1	
KP821261	KP821261	KP821261	4		SPA2007/05		Bos taurus		Spain		2007						1	
KP821262	KP821262	KP821262	4		SPA2008/01		Ovis aries		Spain		2008						1	
KP821263	KP821263	KP821263	4		SPA2009/01		Bos taurus		Spain		2009						1	
KP821264	KP821264	KP821264	4		SUD1987/01				Sudan		1987						1	
KP821265	KP821265	KP821265	4		TUN2007/01		Ovis aries		Tunisia		2007						1	
KP821266	KP821266	KP821266	4		FRA2001/01				France		2001						2	
KP821267	KP821267	KP821267	4		FRA2001/03		Ovis aries		France		2001						2	
KP821268	KP821268	KP821268	4		FRA2001/06		Ovis aries		France		2001						2	
KP821269	KP821269	KP821269	4		ISR2001/17		Ovis aries		Israel		2001						2	
KP821270	KP821270	KP821270	4		ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP821271	KP821271	KP821271	4		ITL2002/07		Ovis aries		Italy		2002						2	
KP821272	KP821272	KP821272	4		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP821273	KP821273	KP821273	4		RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP821274	KP821274	KP821274	4		SAD2001/01		Ovis aries		Italy		2001						2	
KP821275	KP821275	KP821275	4		SAD2001/03		Ovis aries		Italy		2001						2	
KP821276	KP821276	KP821276	4		SAD2002/02		Ovis aries		Italy		2002						2	
KP821277	KP821277	KP821277	4		SPA2005/01		Bos taurus		Spain		2005						2	
KP821278	KP821278	KP821278	4		SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP821279	KP821279	KP821279	4		TUN2000/01				Tunisia		2000						2	
KP821280	KP821280	KP821280	4		CYP1958/01				Cyprus		1958						3	
KP821281	KP821281	KP821281	4		RSArrrr/03		Ovis aries		South Africa		1943						3	
KP821282	KP821282	KP821282	4		CYP1969/01		Bos taurus		Cyprus		1969						4	
KP821283	KP821283	KP821283	4		CYP2004/03		Ovis aries		Cyprus		2004						4	
KP821284	KP821284	KP821284	4		CYP2011/01		Ovis aries		Cyprus		2011						4	
KP821285	KP821285	KP821285	4		CYP2011/02		Ovis aries		Cyprus		2011						4	
KP821286	KP821286	KP821286	4		CYP2011/03		Ovis aries		Cyprus		2011						4	
KP821287	KP821287	KP821287	4		CYP2011/04		Ovis aries		Cyprus		2011						4	
KP821288	KP821288	KP821288	4		CYP2011/05		Ovis aries		Cyprus		2011						4	
KP821289	KP821289	KP821289	4		EGY1977/01				Egypt		1977						4	
KP821290	KP821290	KP821290	4		FRA2003/01				France		2003						4	
KP821291	KP821291	KP821291	4		FRA2003-03.124				France		2003						4	
KP821292	KP821292	KP821292	4		FRA2003-200				France		2003						4	
KP821293	KP821293	KP821293	4		GRE1979/01		Ovis aries		Greece		1979						4	
KP821294	KP821294	KP821294	4		GRE1999/24		Ovis aries		Greece		1999						4	
KP821295	KP821295	KP821295	4		GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP821296	KP821296	KP821296	4		GRE2000/07		Ovis aries		Greece		2000						4	
KP821297	KP821297	KP821297	4		GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP821298	KP821298	KP821298	4		GRE2012/01		Ovis aries		Greece		2012						4	
KP821299	KP821299	KP821299	4		GRE2012/02		Ovis aries		Greece		2012						4	
KP821300	KP821300	KP821300	4		GRE2012/03		Ovis aries		Greece		2012						4	
KP821301	KP821301	KP821301	4		ISR2006/12		Ovis aries		Israel		2006						4	
KP821302	KP821302	KP821302	4		ISR2008/02		Bos taurus		Israel		2008						4	
KP821303	KP821303	KP821303	4		MOR2004/02		Ovis aries		Morocco		2004						4	
KP821304	KP821304	KP821304	4		MOR2009/07		Ovis aries		Morocco		2009						4	
KP821305	KP821305	KP821305	4		MOR2009/08		Ovis aries		Morocco		2009						4	
KP821306	KP821306	KP821306	4		MOR2009/09		Ovis aries		Morocco		2009						4	
KP821307	KP821307	KP821307	4		MOR2009/10		Ovis aries		Morocco		2009						4	
KP821308	KP821308	KP821308	4		RSArrrr/04		Ovis aries		South Africa		1969						4	
KP821309	KP821309	KP821309	4		SPA2003/03		Ovis aries		Spain		2003						4	
KP821310	KP821310	KP821310	4		SPA2004/02		Ovis aries		Spain		2004						4	
KP821311	KP821311	KP821311	4		SPA2005/02		Bos taurus		Spain		2005						4	
KP821312	KP821312	KP821312	4		SPA2010/01		Bos taurus		Spain		2010						4	
KP821313	KP821313	KP821313	4		SUD1983/01		Bos taurus		Sudan		1983						4	
KP821314	KP821314	KP821314	4		ISR2008/13		Bos taurus		Israel		2008						8	
KP821315	KP821315	KP821315	4		GRE2008/01		Ovis aries		Greece		2008						8	
KP821316	KP821316	KP821316	4		NET2008/03		Bos taurus		Netherlands		2008						8	
KP821317	KP821317	KP821317	4		RSA1998/01		Capra hircus		South Africa		1998						8	
KP821318	KP821318	KP821318	4		RSArrrr/08		Ovis aries		South Africa		1937						8	
KP821319	KP821319	KP821319	4		UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP821320	KP821320	KP821320	4		BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP821321	KP821321	KP821321	4		BUL1999/01				Bulgaria		1999						9	
