sequence_id	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	pmid_reference	alt_reference	alt_reference_url
KP821379	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821380	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821381	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821382	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821383	field	Galicia	blood	E1C6/36 1BHK5	Mammalian	26252219		
KP821384	field		Culicoides imicola	E2BHK2PP1BHK2	Mammalian	26252219		
KP821385	field		blood	KC1	Culicoides	26252219		
KP821386	field	Corsica		V1BHK5	Mammalian	26252219		
KP821387	field	Corsica	blood	BHK3	Mammalian	26252219		
KP821388	field	Corsica	blood	E1BHK2	Mammalian	26252219		
KP821389	field	Yokneam	spleen	E1BHK5	Mammalian	26252219		
KP821390	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian	26252219		
KP821391	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian	26252219		
KP821392	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821393	vaccine	Transvaal		E50P3BHK5	Mammalian	26252219		
KP821394	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821395	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821396	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP821397	field		blood	E1BHK2	Mammalian	26252219		
KP821398	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP821399	field			E1BHK5	Mammalian	26252219		
KP821400	field			BHK?	Mammalian	26252219		
KP821401	reference	Larnaca		E1BHK6	Mammalian	26252219		
KP821402	field		blood	BHK8	Mammalian	26252219		
KP821403	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP821404	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821405	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821406	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821407	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821408	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821409	field	NULL		E?BHK?	Mammalian	26252219		
KP821410	field	Corsica		E1BHK3	Mammalian	26252219		
KP821411	field	Corsica		E1BHK3	Mammalian	26252219		
KP821412	field	Corsica		E1BHK4	Mammalian	26252219		
KP821413	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP821414	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP821415	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP821416	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP821417	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP821418	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821419	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821420	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821421	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP821422	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP821423	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP821424	field	Azrou	blood	KC1	Culicoides	26252219		
KP821425	field	Azrou	blood	KC1	Culicoides	26252219		
KP821426	field	Azrou	blood	KC1	Culicoides	26252219		
KP821427	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821428	reference	Cyprus		BHK9	Mammalian	26252219		
KP821429	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP821430	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP821431	field		blood	E1BHK2	Mammalian	26252219		
KP821432	field	Cadiz-Vejer de la Frontera	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821433	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP821434	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP821435	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP821436	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821437	field		blood	E2CER3BHK2	Mammalian	26252219		
KP821438	reference	Onderstepoort		E2BHK7	Mammalian	26252219		
KP821439	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP821440	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP821441	field			E1BHK5	Mammalian	26252219		
KP821442	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP821443	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP821444	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP821445	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP821446	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP821447	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP821448	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821449	field		blood	KC2	Culicoides	26252219		
KP821450	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP821451	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP821452	field		blood	E1BHK4	Mammalian	26252219		
KP821453	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP821454	field	Manisa		E2BHK9	Mammalian	26252219		
KP821455	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP821456	field			E2BHK3	Mammalian	26252219		
KP821457	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP821458	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP821459	field		blood	E1BHK1V2	Mammalian	26252219		
KP821460	field	Yachini		CE1BHK1	Mammalian	26252219		
KP821461	vaccine inactivated					26252219		
KP821462	field	Lagruere-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821463	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821464	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821465	reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian	26252219		
KP821466	reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian	26252219		
KP821467	field	Ammochostos-Achna	blood	VIBHK4	Mammalian	26252219		
KP821468	field	Athalassa	blood	E1BHK2	Mammalian	26252219		
KP821469	field	Nicosia	blood	KC1	Culicoides	26252219		
KP821470	field	Corsica	blood	E1BHK3	Mammalian	26252219		
KP821471	field	Damatria-Rhodes	blood	E2BHK11	Mammalian	26252219		
KP821472	field	Madamados-Lesvos	blood	KC1	Culicoides	26252219		
KP821473	field	Yokneam		E1BHK4	Mammalian	26252219		
KP821474	field	Ein Kamonim	spleen	E1BHK2	Mammalian	26252219		
KP821475	vaccine	Hazara-West Pakistan		E37P3BHK2V1BHK1	Mammalian	26252219		
KP821476	field	Seferihisar-Ismir		E3BHK9	Mammalian	26252219		
KP821477	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian	26252219		
KP821478	field	Berrouaghia-Media	blood	KC3	Culicoides	26252219		
KP821479	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821480	field			E1BHK3	Mammalian	26252219		
KP821481	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian	26252219		
KP821482	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821483	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821484	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian	26252219		
KP821485	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian	26252219		
KP821486	field		blood	KC2	Culicoides	26252219		
KP821487	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821488	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821489	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821490	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821491	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821492	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821493	field	Settat	blood	KC1	Culicoides	26252219		
KP821494	field	Rabat	blood	KC1	Culicoides	26252219		
KP821495	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821496	field	Fes	blood	KC1	Culicoides	26252219		
KP821497	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821498	field	Fes	blood	KC1	Culicoides	26252219		
KP821499	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821500	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821501	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821502	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KT002578	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002579	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002580	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002581	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002582	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002583	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002584	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002585	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002586	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT002587	field	Shantou-Gangdong	blood	E1C6/36 1BHK2	Mammalian	26497176		
KT317665	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317666	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317667	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317668	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317669	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317670	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317671	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317672	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317673	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317674	vaccine	North West-Rustenburg		BHK1V2	Mammalian			
KT317675	vaccine			V2	Mammalian			
KT317676	vaccine			V2	Mammalian			
KT317677	vaccine			V2	Mammalian			
KT317678	vaccine			V2	Mammalian			
KT317679	vaccine			V2	Mammalian			
KT317680	vaccine			V2	Mammalian			
KT317681	vaccine			V2	Mammalian			
KT317682	vaccine			V2	Mammalian			
KT317683	vaccine			V2	Mammalian			
KT317684	vaccine			V2	Mammalian			
KT317685	vaccine			V2	Mammalian			
KT317686	vaccine			V2	Mammalian			
KT317687	vaccine			V2	Mammalian			
KT317688	vaccine			V2	Mammalian			
KT317689	vaccine			V2	Mammalian			
KT317690	vaccine			V2	Mammalian			
KT317691	vaccine			V2	Mammalian			
KT317692	vaccine			V2	Mammalian			
KT317693	vaccine			V2	Mammalian			
KT317694	vaccine			V2	Mammalian			
KT317695	vaccine			V2	Mammalian			
KT317696	vaccine			V2	Mammalian			
KT317697	vaccine			V2	Mammalian			
KT317698	vaccine			V2	Mammalian			
KT317699	vaccine			V2	Mammalian			
KT317700	vaccine			V2	Mammalian			
KT317701	vaccine			V2	Mammalian			
KT317702	vaccine			V2	Mammalian			
KT317703	vaccine			V2	Mammalian			
KT317704	vaccine			V2	Mammalian			
KT429214	field							
KT869017	field		blood					
KT885055	vaccine			V1	Mammalian			
KT885056	vaccine			V1	Mammalian			
KT885057	vaccine			V1	Mammalian			
KT885058	vaccine			V1	Mammalian			
KT885059	vaccine			V1	Mammalian			
KT885060	vaccine			V1	Mammalian			
KT885061	vaccine			V1	Mammalian			
KT885062	vaccine			V1	Mammalian			
KT885063	vaccine			V1	Mammalian			
KT885064	vaccine			V1	Mammalian			
KT885065	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885066	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885067	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885068	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885069	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885070	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885071	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885072	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885073	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885074	vaccine	Gauteng,Onderstepoort		V1	Mammalian			
KT885075	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885076	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885077	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885078	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885079	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885080	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885081	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885082	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885083	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT885084	vaccine	Gauteng,Onderstepoort		BHK1BT1V1	Mammalian			
KT923493	field					26768893		
KT923494	field					26768893		
KT945042	field	Yunnan-Shizhong	blood	E1C6/36 1BHK5	Mammalian	26865326		
KT945043	field	Guangdong-Shantou	blood	C6/36 1BHK3	Aedes albopictus-Mammalian	26865326		
KT945044	field	Yunnan-Shizhong	blood	E1C6/36 1BHK5	Mammalian	26865326		
KT945045	field	Yunnan-Shizhong	blood	E1C6/36 1BHK3	Mammalian	26865326		
KT945046	field	Guangdong-Shantou	blood	C6/36 1BHK3	Aedes albopictus-Mammalian	26865326		
KT945047	field	Guangdong-Shantou	blood	C6/36 1BHK4	Aedes albopictus-Mammalian	26865326		
KT945048	field	Yunnan-Dehong	blood	E1C6/36 1BHK3	Mammalian	26865326		
KT945049	field	Yunnan-Shizhong	blood	E1C6/36 1BHK4	Mammalian	26865326		
KU234257	field		blood					
KU234258	field		blood					
KU234259	field		blood					
KU234260	field		blood					
KU234261	field		blood					
KU234262	field		blood					
KU234263	field		blood					
KU234264	field		blood					
KU234265	field		blood					
KU234266	field		blood					
KU523928	field	Nouakchott	blood			26932578		
KU569990	field	Allier	blood	BSR1	Mammalian	27081120		
KU569991	field	Allier	blood	BSR1	Mammalian	27081120		
KU569992	field	Allier	blood	BSR1	Mammalian	27081120		
KU569993	field	Allier	blood	BSR1	Mammalian	27081120		
KU569994	field	Allier	blood	BSR1	Mammalian	27081120		
KU569995	field	Allier	blood	BSR1	Mammalian	27081120		
KU569996	field	Allier	blood	BSR1	Mammalian	27081120		
KU569997	field	Allier	blood	BSR1	Mammalian	27081120		
KU569998	field	Allier	blood	BSR1	Mammalian	27081120		
KU569999	field	Allier	blood	BSR1	Mammalian	27081120		
KU760987	field	Corsica	blood					
KU760988	field	Corsica	blood					
KU760989	field	Corsica	blood					
KU760990	field	Corsica	blood					
KU760991	field	Corsica	blood					
KU760992	field	Corsica	blood					
KU760993	field	Corsica	blood					
KU760994	field	Corsica	blood					
KU760995	field	Corsica	blood					
KU760996	field	Corsica	blood					
KU760997	field	Corsica	blood					
KU760998	field	Corsica	blood					
KU760999	field	Corsica	blood					
KU761000	field	Corsica	blood					
KU761001	field	Corsica	blood					
KU761002	field	Corsica	blood					
KU761003	field	Corsica	blood					
KU761004	field	Corsica	blood					
KU761005	field	Corsica	blood					
KU761006	field	Corsica	blood					
L08628						1318624		
L08629						1318624		
L08630						1318624		
L08631						1318624		
L08637						8393245		
L08638						8393245		
L08639						8393245		
L08640						8393245		
L08668						1329371		
L08669						1329371		
L08670						1329371		
L08671						1329371		
L08672						1329371		
L08673						1332277		
L08674						1332277		
L08675						1332277		
L08676						1332277		
L11723								
L11724						8077943		
L11741								
L11874								
L13726						8393245		
L15424						1318625		
L19967						8079518		
L19968						8079518		
L19969						8079518		
L20445						8525629		
L20446						8525629		
L20447						8525629		
L20508						8525629		
L26550						8048903		
L26551						8048903		
L26552						8048903		
L26554						8048903		
L26555						8048903		
L26556						8048903		
L26557						8048903		
L26558						8048903		
L26559						8048903		
L26560						8048903		
L26561						8048903		
L26562						8048903		
L26563						8048903		
L26564						8048903		
L26565						8048903		
L26566						8048903		
L26567						8048903		
L26568						8048903		
L29026						7975878		
L29027						7975878		
L42168	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	E1S2E1BHK4	Mammalian	8837885		
L42169						8837885		
L42170						8837885		
L42171						8837885		
L46683						8837885		
L46684						8837885		
L46686						8837885		
LN713671	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713672	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713673	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713674	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713675	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713676	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713677	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713678	field	Corsica	blood	BSR?	Mammalian	25767218		
LN713679	field	Corsica	blood	BSR?	Mammalian	25767218		
M11787						2991598		
M17437						2820123		
M17438						2820123		
M21844	field	Beatrice Hill-Coastal Plains Research Station-Northern Territories	blood	BHK1PPV3BHK3V4BHK2BSR1	Mammalian	2833046		
M21845	field			BHK?	Mammalian	2837015		
M21946						2845683		
M22096		California				2998117		
M28981						3025349		
M32102						2164738		
M32722						2989873		
M36713						2848383		
M63417						1703371		
M64997						1849684		
M73715						1661982		
M97680						8390758		
M97681						8390758		
M97762						8390758		
NC_006007	field	California				2544660		
NC_006008	field	California				2544660		
NC_006010	field	California				3009695		
NC_006013	field	California				3029984		
NC_006014	field	California				2998117		
NC_006015	field	California				3025349		
NC_006022						2831505		
NC_006023								
NC_006024						2821504		
NC_006025						2821505		
S72158	field	Fresno-San Joaquin Valley-California		BHK? 	Mammalian	8165870		
S78452						7785314		
U03284								
U03285								
U04200								
U06780	field	Tulare-California						
U06781	field	Fresno-California						
U06782	field	Tehama-California						
U06783	field	Solano-California						
U06784	field	California						
U06785	field	San Bernardino-California						
U06786	vaccine							
U55778	field	Tulare-California		?BHK?	Mammalian	8764098		
U55779	field	Fresno-California		?BHK?	Mammalian	8764098		
U55780	field	Tehama-California		?BHK?	Mammalian	8764098		
U55781	field	Solano-California		?BHK?	Mammalian	8764098		
U55782	field	Mendocino-California		?BHK?	Mammalian	8764098		
U55783	field	San Bernardino-California		?BHK?	Mammalian	8764098		
U55784	field	Kern-California		?BHK?	Mammalian	8764098		
U55785	field	Kern-California		?BHK?	Mammalian	8764098		
U55786	field	Kern-California		?BHK?	Mammalian	8764098		
U55787	field	Kern-California		?BHK?	Mammalian	8764098		
U55788	field	Riverside-California		?BHK?	Mammalian	8764098		
U55789	field	Riverside-California		?BHK?	Mammalian	8764098		
U55790	field	Stanislaus-California		?BHK?	Mammalian	8764098		
U55791	field	Fresno-California		?BHK?	Mammalian	8764098		
U55792	field	Fresno-California		?BHK?	Mammalian	8764098		
U55793	field	Kern-California		?BHK?	Mammalian	8764098		
U55794	field	Kern-California		?BHK?	Mammalian	8764098		
U55795	field	Kern-California		?BHK?	Mammalian	8764098		
U55796						8764098		
U55797						8764098		
U55798						8764098		
U55799						8764098		
U55800	vaccine			E?BHK1	Mammalian	8764098		
U55801						8764098		
X06463						2831505		
X06464						2834696		
X12819								
X13374						2536152		
X15891				BHK?	Mammalian	2552422		
X17041						2557592		
X53693						2169609		
X53740						2169609		
X54308						1847179		
X55359						1318625		
X55800						2171239		
X55801						2171239		
X56735						1335630		
X58064						1324875		
X62283						2157314		
Y00421						2821504		
Y00422						2821505		
AJ585110	vaccine					18570969		
AJ585112	field					20422575		
AJ585113	field					20422575		
AJ585114	field					20422575		
AJ585115	field					20422575		
AJ585116	field	Kuala Lumpur				20422575		
AJ585117	field					20422575		
AJ585118	field					20422575		
AJ585119	field					20422575		
AJ585120	field					20422575		
AJ585121	field					20422575		
AJ585146	field					20422575		
AJ585147	field					20422575		
AJ585148	field					20422575		
AJ585149	vaccine					20422575		
AJ585151	field					20422575		
AJ585152	field					20422575		
AJ585153	field					20422575		
AJ585154	field	Corsica				20422575		
AJ585155	field					20422575		
AJ585156	field					20422575		
AJ585157	vaccine					20422575		
AJ585158	field	Sicily				20422575		
AJ585159	field	Sicily				20422575		
AJ585160	field	Sicily				20422575		
AJ585161	field	Sardinia				20422575		
AJ585162	field	Sardinia				20422575		
AJ585163	vaccine					20422575		
AJ585164	vaccine					20422575		
AJ585165	field					20422575		
AJ585166	field					20422575		
AJ585167	field					20422575		
AJ585168	vaccine					20422575		
AJ585169	field					20422575		
AJ585170	field					20422575		
AJ585171	field					20422575		
AJ585172	field					20422575		
AJ585173	vaccine					20422575		
AJ585174	field					20422575		
AJ585175	field					20422575		
AJ585176	field					20422575		
AJ585177	field					20422575		
AJ585178	field					20422575		
AJ585180	field					20422575		
KP339134	field	Karimnagar, Andhra Pradesh						
KP339135	field	Karimnagar, Andhra Pradesh						
KP339136	field	Karimnagar, Andhra Pradesh						
KP339137	field	Karimnagar, Andhra Pradesh						
KP339138	field	Karimnagar, Andhra Pradesh						
KP339139	field	Karimnagar, Andhra Pradesh						
KP339140	field	Karimnagar, Andhra Pradesh						
KP339141	field	Karimnagar, Andhra Pradesh						
KP339142	field	Karimnagar, Andhra Pradesh						
KP339143	field	Karimnagar, Andhra Pradesh						
KP339144	field	Nellore, Andhra Pradesh						
KP339145	field	Nellore, Andhra Pradesh						
KP339146	field	Nellore, Andhra Pradesh						
KP339147	field	Nellore, Andhra Pradesh						
KP339148	field	Nellore, Andhra Pradesh						
KP339149	field	Nellore, Andhra Pradesh						
KP339150	field	Nellore, Andhra Pradesh						
KP339151	field	Nellore, Andhra Pradesh						
KP339152	field	Nellore, Andhra Pradesh						
KP339153	field	Nellore, Andhra Pradesh						
KP339154	field	Chittoor, Andhra Pradesh						
KP339155	field	Chittoor, Andhra Pradesh						
KP339156	field	Chittoor, Andhra Pradesh						
KP339157	field	Chittoor, Andhra Pradesh						
KP339158	field	Chittoor, Andhra Pradesh						
KP339159	field	Chittoor, Andhra Pradesh						
